id	len	species
NC_003424_3043308	60	SPOM
NC_003424_3043381	514	SPOM
NC_003424_3044351	25	SPOM
NC_003424_3044717	25	SPOM
NC_003424_3045121	25	SPOM
NC_003424_3047314	25	SPOM
NC_003424_3047391	286	SPOM
NC_003424_3047759	301	SPOM
NC_003424_3048409	25	SPOM
NC_003424_3051408	25	SPOM
NC_003424_3051538	287	SPOM
NC_003424_3053598	25	SPOM
NC_003424_3059474	759	SPOM
NC_003424_3061611	25	SPOM
NC_003424_3063402	25	SPOM
NC_003424_3063527	154	SPOM
NC_003424_3063767	25	SPOM
NC_003424_3065192	25	SPOM
NC_003424_3066414	48	SPOM
NC_003424_3066588	25	SPOM
NC_003424_3069055	25	SPOM
NC_003424_3069157	165	SPOM
NC_003424_3069614	25	SPOM
NC_003424_3071018	25	SPOM
NC_003424_3071193	391	SPOM
NC_003424_3071685	25	SPOM
NC_003424_3072005	25	SPOM
NC_003424_3072125	722	SPOM
NC_003424_3074168	25	SPOM
NC_003424_3077676	25	SPOM
NC_003424_3080169	25	SPOM
NC_003424_3084245	25	SPOM
NC_003424_3086088	222	SPOM
NC_003424_3086393	79	SPOM
NC_003424_3086931	7	SPOM
NC_003424_3087038	25	SPOM
NC_003424_3088045	25	SPOM
NC_003424_3088620	164	SPOM
NC_003424_3089053	25	SPOM
NC_003424_3089326	25	SPOM
NC_003424_3089583	25	SPOM
NC_003424_3090698	25	SPOM
NC_003424_3090899	122	SPOM
NC_003424_3091237	25	SPOM
NC_003424_3093229	25	SPOM
NC_003424_3095063	12	SPOM
NC_003424_3100107	25	SPOM
NC_003424_3101002	25	SPOM
NC_003424_3102517	25	SPOM
NC_003424_3102689	79	SPOM
NC_003424_3102969	25	SPOM
NC_003424_3103720	25	SPOM
NC_003424_3103905	196	SPOM
NC_003424_3104343	25	SPOM
NC_003424_3108007	25	SPOM
NC_003424_3108428	25	SPOM
NC_003424_3108881	25	SPOM
NC_003424_3108932	242	SPOM
NC_003424_3110016	185	SPOM
NC_003424_3113301	25	SPOM
NC_003424_3113397	55	SPOM
NC_003424_3113565	25	SPOM
NC_003424_3114413	25	SPOM
NC_003424_3114616	25	SPOM
NC_003424_3115327	25	SPOM
NC_003424_3115381	258	SPOM
NC_003424_3116067	25	SPOM
NC_003424_3116796	25	SPOM
NC_003424_3119379	25	SPOM
NC_003424_3122496	25	SPOM
NC_003424_3122606	557	SPOM
NC_003424_3126654	884	SPOM
NC_003424_3127647	25	SPOM
NC_003424_3128781	25	SPOM
NC_003424_3129465	242	SPOM
NC_003424_3129878	25	SPOM
NC_003424_3134321	25	SPOM
NC_003424_3134493	469	SPOM
NC_003424_3135125	25	SPOM
NC_003424_3140732	25	SPOM
NC_003424_3143184	680	SPOM
NC_003424_3143922	25	SPOM
NC_003424_3144330	25	SPOM
NC_003424_3144531	198	SPOM
NC_003424_3145729	138	SPOM
NC_003424_3146560	388	SPOM
NC_003424_3147207	25	SPOM
NC_003424_3149508	25	SPOM
NC_003424_3151326	25	SPOM
NC_003424_3157289	25	SPOM
NC_003424_3157502	980	SPOM
NC_003424_3159121	632	SPOM
NC_003424_3160230	25	SPOM
NC_003424_3161943	25	SPOM
NC_003424_3162246	73	SPOM
NC_003424_3162855	281	SPOM
NC_003424_3163221	25	SPOM
NC_003424_3164109	25	SPOM
NC_003424_3164355	394	SPOM
NC_003424_3164821	533	SPOM
NC_003424_3165547	9	SPOM
NC_003424_3166063	286	SPOM
NC_003424_3167545	25	SPOM
NC_003424_3167700	194	SPOM
NC_003424_3168191	25	SPOM
NC_003424_3169043	25	SPOM
NC_003424_3169410	268	SPOM
NC_003424_3170110	25	SPOM
NC_003424_3171415	25	SPOM
NC_003424_3171513	31	SPOM
NC_003424_3171584	25	SPOM
NC_003424_3173346	25	SPOM
NC_003424_3173425	198	SPOM
NC_003424_3173946	25	SPOM
NC_003424_3176060	25	SPOM
NC_003424_3176406	21	SPOM
NC_003424_3176488	25	SPOM
NC_003424_3177131	25	SPOM
NC_003424_3177453	478	SPOM
NC_003424_3179270	73	SPOM
NC_003424_3179462	25	SPOM
NC_003424_3179993	25	SPOM
NC_003424_3180034	7	SPOM
NC_003424_3180049	377	SPOM
NC_003424_3181137	25	SPOM
NC_003424_3181165	265	SPOM
NC_003424_3181639	25	SPOM
NC_003424_3183028	25	SPOM
NC_003424_3183291	2023	SPOM
NC_003424_3185470	25	SPOM
NC_003424_3186250	25	SPOM
NC_003424_3186754	25	SPOM
NC_003424_3188068	25	SPOM
NC_003424_3188101	145	SPOM
NC_003424_3188398	25	SPOM
NC_003424_3191218	229	SPOM
NC_003424_3191532	25	SPOM
NC_003424_3196716	25	SPOM
NC_003424_3196944	54	SPOM
NC_003424_3197028	25	SPOM
NC_003424_3203223	640	SPOM
NC_003424_3204361	25	SPOM
NC_003424_3205594	25	SPOM
NC_003424_3205822	140	SPOM
NC_003424_3206100	25	SPOM
NC_003424_3206535	25	SPOM
NC_003424_3206627	795	SPOM
NC_003424_3207981	25	SPOM
NC_003424_3209725	126	SPOM
NC_003424_3209901	25	SPOM
NC_003424_3211283	25	SPOM
NC_003424_3211530	293	SPOM
NC_003424_3211979	25	SPOM
NC_003424_3214307	25	SPOM
NC_003424_3214510	3	SPOM
NC_003424_3214690	25	SPOM
NC_003424_3218068	25	SPOM
NC_003424_3218472	39	SPOM
NC_003424_3218952	25	SPOM
NC_003424_3220239	25	SPOM
NC_003424_3220730	119	SPOM
NC_003424_3221056	25	SPOM
NC_003424_3222142	25	SPOM
NC_003424_3222194	174	SPOM
NC_003424_3222505	25	SPOM
NC_003424_3226244	25	SPOM
NC_003424_3226284	253	SPOM
NC_003424_3228415	82	SPOM
NC_003424_3228533	25	SPOM
NC_003424_3230925	25	SPOM
NC_003424_3231536	25	SPOM
NC_003424_3232856	25	SPOM
NC_003424_3232977	603	SPOM
NC_003424_3233670	25	SPOM
NC_003424_3236147	25	SPOM
NC_003424_3237504	391	SPOM
NC_003424_3237910	25	SPOM
NC_003424_3238363	25	SPOM
NC_003424_3238423	809	SPOM
NC_003424_3239366	25	SPOM
NC_003424_3242333	25	SPOM
NC_003424_3242433	675	SPOM
NC_003424_3243258	25	SPOM
NC_003424_3245226	25	SPOM
NC_003424_3245370	815	SPOM
NC_003424_3246488	25	SPOM
NC_003424_3247708	25	SPOM
NC_003424_3247775	14	SPOM
NC_003424_3248598	25	SPOM
NC_003424_3252555	25	SPOM
NC_003424_3252882	320	SPOM
NC_003424_3253513	25	SPOM
NC_003424_3254371	25	SPOM
NC_003424_3254539	25	SPOM
NC_003424_3258321	150	SPOM
NC_003424_3258572	25	SPOM
NC_003424_3259445	25	SPOM
NC_003424_3259528	36	SPOM
NC_003424_3259701	25	SPOM
NC_003424_3261108	25	SPOM
NC_003424_3262223	182	SPOM
NC_003424_3262462	25	SPOM
NC_003424_3268311	25	SPOM
NC_003424_3268741	25	SPOM
NC_003424_3269671	520	SPOM
NC_003424_3270235	25	SPOM
NC_003424_3272700	576	SPOM
NC_003424_3274135	25	SPOM
NC_003424_3276231	25	SPOM
NC_003424_3278587	250	SPOM
NC_003424_3278951	25	SPOM
NC_003424_3279986	25	SPOM
NC_003424_3280233	1153	SPOM
NC_003424_3283195	25	SPOM
NC_003424_3285746	25	SPOM
NC_003424_3285779	708	SPOM
NC_003424_3286602	25	SPOM
NC_003424_3288457	25	SPOM
NC_003424_3288579	50	SPOM
NC_003424_3288801	25	SPOM
NC_003424_3292512	25	SPOM
NC_003424_3292754	837	SPOM
NC_003424_3294111	25	SPOM
NC_003424_3297520	25	SPOM
NC_003424_3299868	25	SPOM
NC_003424_3300117	695	SPOM
NC_003424_3302083	792	SPOM
NC_003424_3303630	25	SPOM
NC_003424_3309966	25	SPOM
NC_003424_3310370	28	SPOM
NC_003424_3310671	25	SPOM
NC_003424_3312336	25	SPOM
NC_003424_3312883	441	SPOM
NC_003424_3313641	25	SPOM
NC_003424_3315861	25	SPOM
NC_003424_3315901	420	SPOM
NC_003424_3316602	184	SPOM
NC_003424_3317673	25	SPOM
NC_003424_3318633	25	SPOM
NC_003424_3319039	150	SPOM
NC_003424_3319260	25	SPOM
NC_003424_3319980	25	SPOM
NC_003424_3320061	1794	SPOM
NC_003424_3321979	25	SPOM
NC_003424_3322513	25	SPOM
NC_003424_3324479	25	SPOM
NC_003424_3324882	381	SPOM
NC_003424_3325647	25	SPOM
NC_003424_3326139	691	SPOM
NC_003424_3326898	25	SPOM
NC_003424_3327810	25	SPOM
NC_003424_3329029	282	SPOM
NC_003424_3329362	25	SPOM
NC_003424_3330937	25	SPOM
NC_003424_3331217	1324	SPOM
NC_003424_3332669	25	SPOM
NC_003424_3334271	25	SPOM
NC_003424_3334715	109	SPOM
NC_003424_3336520	25	SPOM
NC_003424_3338279	25	SPOM
NC_003424_3338409	707	SPOM
NC_003424_3339136	25	SPOM
NC_003424_3344233	25	SPOM
NC_003424_3344446	283	SPOM
NC_003424_3344784	25	SPOM
NC_003424_3345764	25	SPOM
NC_003424_3345821	247	SPOM
NC_003424_3346335	25	SPOM
NC_003424_3346860	25	SPOM
NC_003424_3346938	5	SPOM
NC_003424_3346953	2	SPOM
NC_003424_3347053	25	SPOM
NC_003424_3347562	25	SPOM
NC_003424_3348569	25	SPOM
NC_003424_3352515	25	SPOM
NC_003424_3355616	25	SPOM
NC_003424_3357917	25	SPOM
NC_003424_3360893	25	SPOM
NC_003424_3361084	59	SPOM
NC_003424_3366063	254	SPOM
NC_003424_3366743	25	SPOM
NC_003424_3367057	25	SPOM
NC_003424_3367206	266	SPOM
NC_003424_3367657	25	SPOM
NC_003424_3369520	25	SPOM
NC_003424_3370808	25	SPOM
NC_003424_3371409	25	SPOM
NC_003424_3372747	2	SPOM
NC_003424_3373217	25	SPOM
NC_003424_3373985	25	SPOM
NC_003424_3375819	25	SPOM
NC_003424_3376824	272	SPOM
NC_003424_3377148	25	SPOM
NC_003424_3377723	25	SPOM
NC_003424_3378095	122	SPOM
NC_003424_3378272	25	SPOM
NC_003424_3379289	25	SPOM
NC_003424_3380756	25	SPOM
NC_003424_3381782	25	SPOM
NC_003424_3381919	270	SPOM
NC_003424_3383858	332	SPOM
NC_003424_3384268	25	SPOM
NC_003424_3385488	25	SPOM
NC_003424_3388241	25	SPOM
NC_003424_3389328	25	SPOM
NC_003424_3389828	25	SPOM
NC_003424_3391391	25	SPOM
NC_003424_3391616	134	SPOM
NC_003424_3393950	25	SPOM
NC_003424_3394015	868	SPOM
NC_003424_3395685	25	SPOM
NC_003424_3397639	385	SPOM
NC_003424_3398702	472	SPOM
NC_003424_3399256	25	SPOM
NC_003424_3400045	25	SPOM
NC_003424_3400239	238	SPOM
NC_003424_3400542	25	SPOM
NC_003424_3401025	25	SPOM
NC_003424_3401279	25	SPOM
NC_003424_3403992	25	SPOM
NC_003424_3404226	1312	SPOM
NC_003424_3405930	25	SPOM
NC_003424_3406215	25	SPOM
NC_003424_3407067	25	SPOM
NC_003424_3409781	1109	SPOM
NC_003424_3410898	11	SPOM
NC_003424_3410951	25	SPOM
NC_003424_3411836	25	SPOM
NC_003424_3411882	387	SPOM
NC_003424_3413139	25	SPOM
NC_003424_3414497	25	SPOM
NC_003424_3414737	671	SPOM
NC_003424_3415658	25	SPOM
NC_003424_3416042	25	SPOM
NC_003424_3416107	437	SPOM
NC_003424_3416722	25	SPOM
NC_003424_3424822	25	SPOM
NC_003424_3425063	810	SPOM
NC_003424_3425966	25	SPOM
NC_003424_3428911	25	SPOM
NC_003424_3429365	50	SPOM
NC_003424_3429717	25	SPOM
NC_003424_3430761	25	SPOM
NC_003424_3430814	25	SPOM
NC_003424_3430822	8	SPOM
NC_003424_3430840	121	SPOM
NC_003424_3431089	25	SPOM
NC_003424_3435398	25	SPOM
NC_003424_3437021	25	SPOM
NC_003424_3438062	25	SPOM
NC_003424_3438167	681	SPOM
NC_003424_3438933	25	SPOM
NC_003424_3442288	25	SPOM
NC_003424_3442298	757	SPOM
NC_003424_3443145	707	SPOM
NC_003424_3446508	25	SPOM
NC_003424_3447513	25	SPOM
NC_003424_3448082	43	SPOM
NC_003424_3448364	25	SPOM
NC_003424_3449594	25	SPOM
NC_003424_3450114	25	SPOM
NC_003424_3452609	25	SPOM
NC_003424_3452854	13	SPOM
NC_003424_3453056	25	SPOM
NC_003424_3457273	25	SPOM
NC_003424_3458929	25	SPOM
NC_003424_3459198	35	SPOM
NC_003424_3461860	25	SPOM
NC_003424_3462099	183	SPOM
NC_003424_3466314	25	SPOM
NC_003424_3466358	101	SPOM
NC_003424_3466834	25	SPOM
NC_003424_3467836	25	SPOM
NC_003424_3470243	270	SPOM
NC_003424_3471020	25	SPOM
NC_003424_3474808	25	SPOM
NC_003424_3475034	133	SPOM
NC_003424_3475561	25	SPOM
NC_003424_3477076	25	SPOM
NC_003424_3479314	25	SPOM
NC_003424_3480856	25	SPOM
NC_003424_3481306	199	SPOM
NC_003424_3481909	25	SPOM
NC_003424_3484135	25	SPOM
NC_003424_3484678	25	SPOM
NC_003424_3486503	25	SPOM
NC_003424_3486957	236	SPOM
NC_003424_3487325	25	SPOM
NC_003424_3490835	25	SPOM
NC_003424_3491583	25	SPOM
NC_003424_3492485	25	SPOM
NC_003424_3493092	25	SPOM
NC_003424_3494184	25	SPOM
NC_003424_3494635	7	SPOM
NC_003424_3494710	25	SPOM
NC_003424_3495878	25	SPOM
NC_003424_3496487	25	SPOM
NC_003424_3497387	25	SPOM
NC_003424_3497436	461	SPOM
NC_003424_3503458	25	SPOM
NC_003424_3503916	118	SPOM
NC_003424_3504261	25	SPOM
NC_003424_3505015	94	SPOM
NC_003424_3505144	25	SPOM
NC_003424_3505581	25	SPOM
NC_003424_3507058	140	SPOM
NC_003424_3508646	25	SPOM
NC_003424_3510008	25	SPOM
NC_003424_3510078	253	SPOM
NC_003424_3510419	25	SPOM
NC_003424_3513020	25	SPOM
NC_003424_3513033	938	SPOM
NC_003424_3514029	25	SPOM
NC_003424_3514895	25	SPOM
NC_003424_3515416	216	SPOM
NC_003424_3515830	25	SPOM
NC_003424_3518527	25	SPOM
NC_003424_3518894	25	SPOM
NC_003424_3519761	25	SPOM
NC_003424_3519813	360	SPOM
NC_003424_3520542	25	SPOM
NC_003424_3522371	25	SPOM
NC_003424_3522396	254	SPOM
NC_003424_3522974	162	SPOM
NC_003424_3524099	25	SPOM
NC_003424_3524340	887	SPOM
NC_003424_3525304	25	SPOM
NC_003424_3526948	25	SPOM
NC_003424_3529018	25	SPOM
NC_003424_3529447	523	SPOM
NC_003424_3530337	25	SPOM
NC_003424_3531504	25	SPOM
NC_003424_3532144	69	SPOM
NC_003424_3532418	25	SPOM
NC_003424_3533414	25	SPOM
NC_003424_3533674	684	SPOM
NC_003424_3534967	25	SPOM
NC_003424_3535128	1398	SPOM
NC_003424_3536627	25	SPOM
NC_003424_3538260	25	SPOM
NC_003424_3538613	161	SPOM
NC_003424_3539025	25	SPOM
NC_003424_3540639	25	SPOM
NC_003424_3540943	473	SPOM
NC_003424_3541490	25	SPOM
NC_003424_3544082	25	SPOM
NC_003424_3544321	6	SPOM
NC_003424_3547280	25	SPOM
NC_003424_3548172	1510	SPOM
NC_003424_3550152	25	SPOM
NC_003424_3551733	25	SPOM
NC_003424_3552068	222	SPOM
NC_003424_3552867	25	SPOM
NC_003424_3553740	25	SPOM
NC_003424_3555271	25	SPOM
NC_003424_3556346	25	SPOM
NC_003424_3556723	185	SPOM
NC_003424_3557047	25	SPOM
NC_003424_3558124	25	SPOM
NC_003424_3558515	251	SPOM
NC_003424_3559117	637	SPOM
NC_003424_3559827	681	SPOM
NC_003424_3560731	25	SPOM
NC_003424_3562588	25	SPOM
NC_003424_3562932	16	SPOM
NC_003424_3563011	25	SPOM
NC_003424_3566830	393	SPOM
NC_003424_3567859	25	SPOM
NC_003424_3567862	120	SPOM
NC_003424_3568267	25	SPOM
NC_003424_3569540	25	SPOM
NC_003424_3569703	304	SPOM
NC_003424_3570447	25	SPOM
NC_003424_3572346	2649	SPOM
NC_003424_3575688	421	SPOM
NC_003424_3576591	178	SPOM
NC_003424_3577109	25	SPOM
NC_003424_3577763	25	SPOM
NC_003424_3582917	25	SPOM
NC_003424_3583006	122	SPOM
NC_003424_3583250	25	SPOM
NC_003424_3584780	25	SPOM
NC_003424_3586435	25	SPOM
NC_003424_3588289	25	SPOM
NC_003424_3595197	25	SPOM
NC_003424_3596346	25	SPOM
NC_003424_3596472	25	SPOM
NC_003424_3598800	25	SPOM
NC_003424_3598864	170	SPOM
NC_003424_3599103	25	SPOM
NC_003424_3599577	25	SPOM
NC_003424_3599784	45	SPOM
NC_003424_3600187	25	SPOM
NC_003424_3600856	25	SPOM
NC_003424_3601048	626	SPOM
NC_003424_3601879	25	SPOM
NC_003424_3603490	25	SPOM
NC_003424_3603905	140	SPOM
NC_003424_3604092	25	SPOM
NC_003424_3604914	25	SPOM
NC_003424_3605546	75	SPOM
NC_003424_3605798	25	SPOM
NC_003424_3607382	25	SPOM
NC_003424_3607829	25	SPOM
NC_003424_3609740	25	SPOM
NC_003424_3611780	302	SPOM
NC_003424_3612124	25	SPOM
NC_003424_3614884	701	SPOM
NC_003424_3615626	25	SPOM
NC_003424_3616928	25	SPOM
NC_003424_3617541	25	SPOM
NC_003424_3618846	25	SPOM
NC_003424_3619344	25	SPOM
NC_003424_3620658	25	SPOM
NC_003424_3621007	25	SPOM
NC_003424_3623645	25	SPOM
NC_003424_3623869	25	SPOM
NC_003424_3625078	25	SPOM
NC_003424_3627545	25	SPOM
NC_003424_3627665	10	SPOM
NC_003424_3627845	25	SPOM
NC_003424_3628887	25	SPOM
NC_003424_3629173	25	SPOM
NC_003424_3631342	25	SPOM
NC_003424_3631536	25	SPOM
NC_003424_3633660	25	SPOM
NC_003424_3633875	495	SPOM
NC_003424_3634505	638	SPOM
NC_003424_3636287	25	SPOM
NC_003424_3636573	112	SPOM
NC_003424_3637102	25	SPOM
NC_003424_3638092	25	SPOM
NC_003424_3638391	166	SPOM
NC_003424_3638771	25	SPOM
NC_003424_3639988	25	SPOM
NC_003424_3642220	25	SPOM
NC_003424_3642339	159	SPOM
NC_003424_3642846	126	SPOM
NC_003424_3643239	25	SPOM
NC_003424_3644743	25	SPOM
NC_003424_3645637	252	SPOM
NC_003424_3649036	337	SPOM
NC_003424_3650640	25	SPOM
NC_003424_3653436	25	SPOM
NC_003424_3654715	25	SPOM
NC_003424_3654876	187	SPOM
NC_003424_3655073	7	SPOM
NC_003424_3655088	36	SPOM
NC_003424_3655144	25	SPOM
NC_003424_3655972	25	SPOM
NC_003424_3656449	25	SPOM
NC_003424_3657358	25	SPOM
NC_003424_3657692	119	SPOM
NC_003424_3659132	25	SPOM
NC_003424_3660198	232	SPOM
NC_003424_3660718	344	SPOM
NC_003424_3661488	25	SPOM
NC_003424_3662400	25	SPOM
NC_003424_3663365	2547	SPOM
NC_003424_3666007	25	SPOM
NC_003424_3668676	25	SPOM
NC_003424_3669088	42	SPOM
NC_003424_3669305	25	SPOM
NC_003424_3671498	25	SPOM
NC_003424_3671513	413	SPOM
NC_003424_3672533	25	SPOM
NC_003424_3673100	25	SPOM
NC_003424_3673471	147	SPOM
NC_003424_3675526	25	SPOM
NC_003424_3677608	25	SPOM
NC_003424_3677835	123	SPOM
NC_003424_3678085	25	SPOM
NC_003424_3679438	25	SPOM
NC_003424_3680029	331	SPOM
NC_003424_3680587	25	SPOM
NC_003424_3683146	25	SPOM
NC_003424_3683269	328	SPOM
NC_003424_3683722	25	SPOM
NC_003424_3685102	25	SPOM
NC_003424_3685386	3	SPOM
NC_003424_3686941	1104	SPOM
NC_003424_3688306	154	SPOM
NC_003424_3688782	25	SPOM
NC_003424_3691126	181	SPOM
NC_003424_3691391	25	SPOM
NC_003424_3691880	25	SPOM
NC_003424_3692573	122	SPOM
NC_003424_3694892	25	SPOM
NC_003424_3695162	25	SPOM
NC_003424_3696029	25	SPOM
NC_003424_3696518	31	SPOM
NC_003424_3700085	580	SPOM
NC_003424_3700738	818	SPOM
NC_003424_3701629	865	SPOM
NC_003424_3702795	25	SPOM
NC_003424_3708954	25	SPOM
NC_003424_3709206	25	SPOM
NC_003424_3709805	25	SPOM
NC_003424_3710235	292	SPOM
NC_003424_3716626	17	SPOM
NC_003424_3716806	25	SPOM
NC_003424_3720964	293	SPOM
NC_003424_3721310	25	SPOM
NC_003424_3721757	25	SPOM
NC_003424_3721817	597	SPOM
NC_003424_3722509	25	SPOM
NC_003424_3723020	25	SPOM
NC_003424_3723075	699	SPOM
NC_003424_3723833	25	SPOM
NC_003424_3725711	25	SPOM
NC_003424_3727075	25	SPOM
NC_003424_3727463	25	SPOM
NC_003424_3728105	25	SPOM
NC_003424_3728411	105	SPOM
NC_003424_3729035	704	SPOM
NC_003424_3729807	25	SPOM
NC_003424_3730992	25	SPOM
NC_003424_3731016	61	SPOM
NC_003424_3731271	25	SPOM
NC_003424_3732443	25	SPOM
NC_003424_3733241	25	SPOM
NC_003424_3733364	228	SPOM
NC_003424_3733737	25	SPOM
NC_003424_3735600	25	SPOM
NC_003424_3735653	210	SPOM
NC_003424_3735955	565	SPOM
NC_003424_3736955	25	SPOM
NC_003424_3743580	431	SPOM
NC_003424_3745650	114	SPOM
NC_003424_3749695	25	SPOM
NC_003424_3751447	25	SPOM
NC_003424_3751730	604	SPOM
NC_003424_3752407	753	SPOM
NC_003424_3753490	240	SPOM
NC_003424_3754812	6211	SPOM
NC_003424_3762115	750	SPOM
NC_003424_3763970	1038	SPOM
NC_003424_3765082	352	SPOM
NC_003424_3765506	2784	SPOM
NC_003424_3768364	1161	SPOM
NC_003424_3770017	3893	SPOM
NC_003424_3773984	1489	SPOM
NC_003424_3775848	6	SPOM
NC_003424_3776757	11	SPOM
NC_003424_3776840	352	SPOM
NC_003424_3777266	8839	SPOM
NC_003424_3787137	2448	SPOM
NC_003424_3789949	963	SPOM
NC_003424_3790980	25	SPOM
NC_003424_3791343	25	SPOM
NC_003424_3791831	25	SPOM
NC_003424_3795857	25	SPOM
NC_003424_3796024	256	SPOM
NC_003424_3796400	25	SPOM
NC_003424_3798447	25	SPOM
NC_003424_3798527	518	SPOM
NC_003424_3801718	25	SPOM
NC_003424_3804955	857	SPOM
NC_003424_3805844	25	SPOM
NC_003424_3806850	25	SPOM
NC_003424_3806988	144	SPOM
NC_003424_3807447	25	SPOM
NC_003424_3808671	25	SPOM
NC_003424_3808740	605	SPOM
NC_003424_3809528	25	SPOM
NC_003424_3810035	25	SPOM
NC_003424_3810100	149	SPOM
NC_003424_3810367	25	SPOM
NC_003424_3810661	405	SPOM
NC_003424_3811642	25	SPOM
NC_003424_3811896	619	SPOM
NC_003424_3815853	25	SPOM
NC_003424_3817023	25	SPOM
NC_003424_3817464	25	SPOM
NC_003424_3820421	25	SPOM
NC_003424_3820527	25	SPOM
NC_003424_3820727	25	SPOM
NC_003424_3821386	25	SPOM
NC_003424_3821538	144	SPOM
NC_003424_3822935	25	SPOM
NC_003424_3824281	25	SPOM
NC_003424_3824487	25	SPOM
NC_003424_3826228	228	SPOM
NC_003424_3826640	25	SPOM
NC_003424_3828590	25	SPOM
NC_003424_3829378	1002	SPOM
NC_003424_3830499	306	SPOM
NC_003424_3831070	25	SPOM
NC_003424_3832150	25	SPOM
NC_003424_3832279	53	SPOM
NC_003424_3832775	25	SPOM
NC_003424_3836870	436	SPOM
NC_003424_3837431	25	SPOM
NC_003424_3838001	25	SPOM
NC_003424_3839627	1123	SPOM
NC_003424_3841442	56	SPOM
NC_003424_3841581	25	SPOM
NC_003424_3842442	25	SPOM
NC_003424_3843137	229	SPOM
NC_003424_3843416	25	SPOM
NC_003424_3844023	25	SPOM
NC_003424_3844125	618	SPOM
NC_003424_3845013	25	SPOM
NC_003424_3846543	25	SPOM
NC_003424_3846646	102	SPOM
NC_003424_3847769	189	SPOM
NC_003424_3848133	25	SPOM
NC_003424_3850485	25	SPOM
NC_003424_3850922	84	SPOM
NC_003424_3851311	335	SPOM
NC_003424_3851914	25	SPOM
NC_003424_3852220	667	SPOM
NC_003424_3853081	25	SPOM
NC_003424_3853425	25	SPOM
NC_003424_3853769	25	SPOM
NC_003424_3854861	25	SPOM
NC_003424_3854964	421	SPOM
NC_003424_3855780	25	SPOM
NC_003424_3857793	25	SPOM
NC_003424_3857995	246	SPOM
NC_003424_3858423	25	SPOM
NC_003424_3862736	265	SPOM
NC_003424_3863505	199	SPOM
NC_003424_3864523	25	SPOM
NC_003424_3865543	25	SPOM
NC_003424_3866159	377	SPOM
NC_003424_3866588	25	SPOM
NC_003424_3868160	25	SPOM
NC_003424_3868496	25	SPOM
NC_003424_3868961	25	SPOM
NC_003424_3870660	25	SPOM
NC_003424_3871509	25	SPOM
NC_003424_3871603	39	SPOM
NC_003424_3871920	25	SPOM
NC_003424_3874680	25	SPOM
NC_003424_3876177	537	SPOM
NC_003424_3877851	156	SPOM
NC_003424_3881345	25	SPOM
NC_003424_3881663	25	SPOM
NC_003424_3881813	197	SPOM
NC_003424_3882527	25	SPOM
NC_003424_3883262	25	SPOM
NC_003424_3884347	92	SPOM
NC_003424_3884544	25	SPOM
NC_003424_3887570	25	SPOM
NC_003424_3888125	25	SPOM
NC_003424_3888498	60	SPOM
NC_003424_3888774	25	SPOM
NC_003424_3890889	25	SPOM
NC_003424_3891158	504	SPOM
NC_003424_3891785	224	SPOM
NC_003424_3893000	233	SPOM
NC_003424_3893322	25	SPOM
NC_003424_3895188	25	SPOM
NC_003424_3895795	471	SPOM
NC_003424_3896632	25	SPOM
NC_003424_3897129	25	SPOM
NC_003424_3897253	1013	SPOM
NC_003424_3898584	25	SPOM
NC_003424_3899688	25	SPOM
NC_003424_3899710	420	SPOM
NC_003424_3900367	25	SPOM
NC_003424_3906589	25	SPOM
NC_003424_3907057	382	SPOM
NC_003424_3907586	25	SPOM
NC_003424_3908796	25	SPOM
NC_003424_3908905	349	SPOM
NC_003424_3909389	25	SPOM
NC_003424_3910372	25	SPOM
NC_003424_3910427	108	SPOM
NC_003424_3910740	25	SPOM
NC_003424_3912605	25	SPOM
NC_003424_3912649	47	SPOM
NC_003424_3912773	25	SPOM
NC_003424_3917532	25	SPOM
NC_003424_3918201	25	SPOM
NC_003424_3919865	25	SPOM
NC_003424_3920120	898	SPOM
NC_003424_3921076	25	SPOM
NC_003424_3921712	642	SPOM
NC_003424_3923314	25	SPOM
NC_003424_3923497	89	SPOM
NC_003424_3923693	25	SPOM
NC_003424_3924080	25	SPOM
NC_003424_3924177	447	SPOM
NC_003424_3924753	25	SPOM
NC_003424_3925332	25	SPOM
NC_003424_3927431	20	SPOM
NC_003424_3927781	25	SPOM
NC_003424_3928318	25	SPOM
NC_003424_3928580	45	SPOM
NC_003424_3928809	25	SPOM
NC_003424_3929637	25	SPOM
NC_003424_3929951	582	SPOM
NC_003424_3931214	25	SPOM
NC_003424_3934069	25	SPOM
NC_003424_3934175	949	SPOM
NC_003424_3936053	25	SPOM
NC_003424_3941940	25	SPOM
NC_003424_3942299	25	SPOM
NC_003424_3942803	25	SPOM
NC_003424_3942966	76	SPOM
NC_003424_3943194	25	SPOM
NC_003424_3946044	25	SPOM
NC_003424_3946428	118	SPOM
NC_003424_3946578	25	SPOM
NC_003424_3947775	25	SPOM
NC_003424_3950179	25	SPOM
NC_003424_3950225	171	SPOM
NC_003424_3950520	25	SPOM
NC_003424_3951516	25	SPOM
NC_003424_3951680	145	SPOM
NC_003424_3952601	680	SPOM
NC_003424_3954471	25	SPOM
NC_003424_3956416	25	SPOM
NC_003424_3956870	215	SPOM
NC_003424_3957143	25	SPOM
NC_003424_3958607	25	SPOM
NC_003424_3959428	299	SPOM
NC_003424_3959898	25	SPOM
NC_003424_3961509	25	SPOM
